game_state_key,field_pos_bin,ydstogo_bin,score_diff_bin,time_bin,wpa_fg,wpa_go,wpa_punt,n_total,wrong_call_rate,pct_actual_go,pct_actual_punt,pct_actual_fg,optimal_decision
own_territory|short_2_3|up_big|late_4th,own_territory,short_2_3,up_big,late_4th,,,-0.006252037148582383,92,0.010869565217391304,0.010869565217391304,0.9891304347826086,0.0,punt
own_territory|short_2_3|up_big|second_half,own_territory,short_2_3,up_big,second_half,,,-0.005691975913952044,211,0.004739336492890996,0.004739336492890996,0.995260663507109,0.0,punt
own_territory|short_2_3|up_big|two_min_drill,own_territory,short_2_3,up_big,two_min_drill,,,-0.00046988259790573455,46,0.0,0.0,1.0,0.0,punt
own_territory|short_2_3|up_close|4th_quarter,own_territory,short_2_3,up_close,4th_quarter,,,-0.03008864092272382,43,0.0,0.0,1.0,0.0,punt
own_territory|short_2_3|up_close|early_game,own_territory,short_2_3,up_close,early_game,,,-0.012158869654679577,181,0.011049723756906077,0.011049723756906077,0.988950276243094,0.0,punt
own_territory|short_2_3|up_close|late_4th,own_territory,short_2_3,up_close,late_4th,,,-0.019840232318355914,42,0.0,0.0,1.0,0.0,punt
own_territory|short_2_3|up_close|second_half,own_territory,short_2_3,up_close,second_half,,,-0.011769544635217993,108,0.018518518518518517,0.018518518518518517,0.9814814814814815,0.0,punt
own_territory|short_2_3|up_close|two_min_drill,own_territory,short_2_3,up_close,two_min_drill,,,-0.11503736674785621,16,0.0,0.0,1.0,0.0,punt
own_territory|short_2_3|up_one_score|4th_quarter,own_territory,short_2_3,up_one_score,4th_quarter,,,-0.0030863845526282407,68,0.014705882352941176,0.014705882352941176,0.9852941176470589,0.0,punt
own_territory|short_2_3|up_one_score|early_game,own_territory,short_2_3,up_one_score,early_game,,,-0.016215658188285124,200,0.02,0.02,0.98,0.0,punt
own_territory|short_2_3|up_one_score|late_4th,own_territory,short_2_3,up_one_score,late_4th,,,-0.030154263710274423,71,0.04225352112676056,0.04225352112676056,0.9577464788732394,0.0,punt
